date,ele_pro,ele,operating reserve,rate,emp,people_use,NuclearOne#1(萬瓩),NuclearOne#2(萬瓩),NuclearTwo#1(萬瓩),NuclearTwo#2(萬瓩),NuclearThree#1,NuclearThree#2,LinKou#1,LinKou#2,LinKou#3,TaiZhong#1,TaiZhong#2,TaiZhong#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,XingDa#1,XingDa#2,XingDa#3,XingDa#4,DaLin#1,DaLin#2,HePing#1,HePing#2,MaiLiao#1,MaiLiao#2,MaiLiao#3,Cogeneration,DaTan (#1-#6),TongXiao (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,Island,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,Solar,TMax_TPE,TMin_TPE
20200329,28641,25152,3489,13.87,300.002,201.733,0,0,-0.1,98.4,94.6,94.3,0,75.7,75.9,42.5,0,0,0,47.7,40.2,47.8,39.1,47.4,48.1,25.2,0,30.5,0,75.8,0,55.5,55.5,38.4,36.9,57.2,62.8,360.8,221.1,190.1,88.2,78.1,0,49.3,0,0,54.5,0,52.4,26.7,0,11.4,3.1,3.2,3.1,2.9,1.4,0.3,0.3,0.2,34,68.7,0,0.8,2.9,2.9,0,18.9,21.5,14.8,21.5,14.8
20200330,32224,28716,3508,12.22,340.365,228.875,0,0,-0.1,98.2,94.2,94.1,0,76,76.1,37.4,0,0,0,53.5,51.2,47.9,39.1,48.7,43.2,25.3,2.8,29.1,0,76.1,0,59.6,59.9,38.5,36.9,57.1,91.2,332.4,238.4,201.5,89.7,95.6,92.7,48.4,41.9,48.5,50,68.9,100.1,26.9,0,11.2,3.7,3.8,3.1,3,1.7,0.8,3,1.1,17.7,66.2,0,0.8,2.5,1.8,0,6.6,24.1,18.6,24.1,18.6
20200331,32484,29162,3322,11.39,351.063,236.069,0,0,20.8,98,94.3,94.2,0,76.1,76.3,40.4,0,0,0,53.4,52.4,47.7,52.6,48.8,50.9,23,0,28.2,0,76.1,0,59.3,60,42.8,42.1,57.1,86.6,332.8,244.6,197.6,90.8,98.3,90.7,44.7,41.9,45.6,48.4,68.9,100.5,26.9,4.2,11.8,3.1,2.8,3.1,3,1.6,0.8,3.7,1.4,25.4,50.6,0,0.8,0.5,0,0,13.4,26.6,18.4,26.6,18.4
20210301,29388,26556,2832,10.66,323.991,218.544,0,0,97.7,98.8,94.7,94.6,75.9,76.2,76.0,42.8,0.0,0.0,41.9,34.4,43.2,43.1,44.0,0.0,43.0,24.3,0.0,24.7,0.0,74.9,76.4,59.8,60.2,52.3,55.8,0.0,123.9,206.5,264.0,165.7,73.4,53.2,0.0,48.1,0.0,50.7,5.4,0.0,100.4,37.5,0.0,10.6,0.0,1.9,2.0,2.1,0.7,0.3,4.9,1.7,42.5,64.5,2.0,1.1,2.0,4.0,0.0,16.6,27.4,16.9,27.4,16.9
20210302,32637,29416,3221,10.95,359.333,242.383,0,0,97.6,98.9,94.7,94.6,76.1,76.3,76.2,43.2,0.0,0.0,41.9,43.5,43.2,42.8,43.7,0.0,43.0,24.3,0.0,24.8,0.0,74.9,76.2,60.2,60.3,42.4,42.4,0.0,123.2,202.3,336.1,178.8,73.3,60.5,92.0,50.0,60.0,53.4,27.6,0.0,104.6,27.1,0.3,10.9,0.0,1.8,2.0,2.0,0.7,2.1,4.3,1.5,14.4,76.2,3.0,1.1,0.0,4.0,0.0,14.7,22.0,14.3,22.0,14.3
20210303,32752,29677,3075,10.36,365.421,246.489,0,0,97.5,98.9,94.6,94.5,76.0,76.3,76.1,42.8,0.0,0.0,42.4,48.6,48.2,44.6,44.9,0.0,43.0,30.8,0.0,32.4,0.0,74.8,76.4,59.6,60.2,42.6,56.9,0.0,126.8,241.6,332.0,192.1,59.7,53.2,92.0,49.3,61.7,53.2,27.4,0.0,104.8,27.0,0.0,10.9,0.0,1.4,1.7,1.8,0.6,2.1,4.8,1.7,15.4,61.4,5.0,1.1,3.0,4.0,0.0,17.2,18.3,14.6,18.3,14.6
20210304,32873,29785,3088,10.37,367.427,247.842,0,0,97.4,98.8,94.6,94.6,75.7,76.2,76.0,49.4,0.0,0.0,42.6,43.6,43.2,42.7,44.2,0.0,43.0,23.4,0.0,25.2,0.0,74.9,76.4,60.4,60.2,42.4,42.3,0.0,123.4,256.0,328.5,183.5,66.2,66.3,88.3,49.4,64.0,52.8,27.2,0.0,103.3,58.9,0.0,10.9,0.0,1.2,1.6,1.7,0.5,2.3,3.6,1.2,29.7,66.3,5.8,1.1,2.0,4.0,0.0,17.5,21.8,16.2,21.8,16.2
20210305,33137,29869,3268,10.94,370.03,249.599,0,0,97.2,98.9,94.5,94.5,75.7,76.2,76.1,43.2,0.0,0.0,38.3,44.4,44.3,43.8,39.7,0.0,43.9,22.8,0.0,25.0,0.0,74.6,76.4,60.2,60.2,45.5,47.7,0.0,130.9,268.6,326.8,183.1,66.1,71.6,92.0,48.1,60.0,52.4,27.0,0.0,100.8,27.2,0.0,10.9,0.0,1.3,1.9,1.9,0.7,1.9,3.6,1.2,16.9,61.3,0.6,1.1,0.0,2.8,0.0,10.3,23.6,17.0,23.6,17.0
20210306,29717,26912,2805,10.42,343.409,231.642,0,0,97.0,98.8,94.6,94.5,75.8,76.3,0.0,42.8,0.0,0.0,46.9,48.9,47.9,42.6,44.1,0.0,43.0,30.1,0.0,32.3,0.0,74.7,76.4,60.1,60.2,57.0,52.2,0.0,62.1,253.6,274.7,185.2,58.7,96.9,46.1,49.4,60.0,0.0,27.2,0.0,50.5,46.7,0.0,10.6,0.0,0.6,1.9,1.9,0.7,0.3,4.3,1.5,15.0,68.9,3.1,1.1,2.0,4.1,0.0,16.6,20.9,15.6,20.9,15.6
20210307,28545,25794,2751,10.67,321.877,217.118,0,0,90.2,53.1,94.6,94.6,75.8,76.1,0.0,43.8,0.0,0.0,42.5,43.9,43.2,42.9,44.4,0.0,47.9,23.4,0.0,24.7,0.0,74.8,76.5,55.6,55.5,56.9,52.0,0.0,59.4,231.3,292.7,191.9,66.3,65.8,0.0,49.6,0.0,48.3,0.0,0.0,96.3,27.4,0.0,10.6,0.0,1.9,1.9,1.9,0.8,0.3,4.8,1.7,28.7,81.3,3.0,1.1,3.0,2.7,0.0,5.3,19.7,16.9,19.7,16.9
20210308,32882,29772,3110,10.45,358.908,242.096,0,0,98.1,93.4,95.0,94.7,75.6,76.2,0.0,43.8,0.0,0.0,42.7,43.9,43.2,47.5,48.4,0.0,42.5,23.7,0.0,24.7,0.0,74.7,76.4,60.2,60.1,56.8,51.9,0.0,129.1,278.3,337.8,182.1,58.1,96.9,92.1,48.9,60.2,52.4,27.5,0.0,103.2,27.4,0.0,10.9,0.0,1.8,1.9,2.0,0.6,0.3,4.4,0.8,27.5,48.5,3.9,1.1,3.0,4.0,0.0,16.6,19.8,17.3,19.8,17.3
20210309,32995,29947,3048,10.18,369.298,249.105,0,0,96.7,98.9,94.6,94.6,75.7,76.1,0.0,48.1,0.0,0.0,45.0,49.0,43.0,47.5,48.7,0.0,42.5,30.5,0.0,32.8,0.0,74.5,76.2,57.8,60.1,57.0,52.1,0.0,127.3,267.4,331.5,175.4,57.9,95.0,93.7,49.0,60.2,52.8,27.4,0.0,103.8,42.7,0.1,11.2,0.0,2.5,1.9,1.9,1.1,0.3,5.8,2.2,22.4,49.7,0.6,1.1,2.0,4.0,0.0,15.6,23.6,17.7,23.6,17.7
20210310,32961,29906,3055,10.22,369.598,249.307,0,0,96.7,98.9,94.6,94.5,75.7,76.1,0.0,47.5,0.0,0.0,46.8,43.9,47.9,42.6,44.2,0.0,42.8,24.3,0.0,24.7,0.0,74.7,76.3,59.7,60.0,52.2,52.0,0.0,123.7,277.3,331.7,169.7,58.2,89.0,92.0,49.1,60.2,52.6,27.4,0.0,103.2,47.5,0.0,11.3,0.0,2.0,1.8,1.9,0.6,0.3,5.1,1.7,24.8,63.8,3.1,0.9,2.0,4.1,0.0,16.5,21.3,17.5,21.3,17.5
20210311,33116,30040,3076,10.24,372.205,251.066,0,0,96.6,98.8,94.5,94.5,75.9,76.3,0.0,47.4,0.0,0.0,47.1,43.9,43.0,42.8,48.9,0.0,42.9,29.5,0.0,32.5,0.0,74.8,76.6,60.2,60.0,56.9,52.1,0.0,120.5,309.0,331.8,191.6,60.5,93.9,92.0,49.1,60.2,52.9,27.4,0.0,103.9,59.0,0.0,11.3,0.0,2.1,1.6,1.9,0.8,0.3,2.6,0.9,31.9,49.4,3.1,0.9,2.0,4.0,0.0,16.6,27.5,18.7,27.5,18.7
20210312,33200,29928,3272,10.93,370.49,249.908,0,0,96.4,98.8,94.3,94.4,75.8,76.2,0.0,41.9,0.0,0.0,43.0,42.7,41.8,41.6,44.0,0.0,41.9,24.1,0.0,29.7,0.0,75.0,76.3,60.3,60.1,51.7,42.8,0.0,125.0,292.2,326.5,160.7,57.2,96.8,91.1,48.8,60.2,51.2,26.9,0.0,93.5,31.4,0.0,11.0,0.0,1.3,1.6,1.6,0.7,1.6,0.3,0.5,14.8,54.5,3.5,0.9,0.0,1.8,0.0,15.6,23.5,18.5,23.5,18.5
20210313,29872,26797,3075,11.48,340.806,229.885,0,0,96.3,98.8,94.6,94.4,75.9,29.6,0.0,43.3,0.0,0.0,42.1,42.0,41.6,38.0,39.2,0.0,49.7,0.0,23.0,25.1,0.0,74.9,76.4,60.2,60.1,32.9,32.8,0.0,69.1,301.0,330.5,180.5,75.2,68.3,45.9,49.3,60.3,0.0,27.5,0.0,51.8,27.4,0.0,11.2,0.0,1.9,1.7,1.8,0.8,0.3,3.3,1.0,29.9,61.2,0.5,0.9,1.8,4.0,0.0,16.4,21.5,17.7,21.5,17.7
20210314,28574,25641,2933,11.44,319.054,215.213,0,0,96.2,98.9,94.7,94.5,75.7,75.1,0.0,33.6,0.0,0.0,33.0,34.8,33.1,32.8,38.1,0.0,49.8,0.0,24.3,25.0,0.0,74.9,76.2,49.1,49.0,28.0,27.9,0.0,59.0,305.2,331.3,192.4,75.4,80.6,45.9,48.4,0.0,0.0,27.3,0.0,0.0,27.4,0.0,11.2,0.0,2.4,1.7,1.8,0.8,0.3,4.1,1.4,48.3,79.8,2.1,0.9,0.1,4.0,0.0,16.8,23.4,18.4,23.4,18.4
20210315,33163,30088,3075,10.22,363.2,244.992,0,0,96.1,98.8,94.4,94.4,75.7,75.1,0.0,42.6,0.0,0.0,41.9,48.7,48.2,38.0,44.1,0.0,49.7,0.0,23.3,24.9,0.0,74.9,76.3,60.3,60.1,43.4,43.5,0.0,119.0,296.5,342.8,200.9,82.1,98.9,92.0,48.8,60.2,52.5,27.2,0.0,102.4,45.1,0.0,11.2,0.0,1.5,1.7,1.8,0.5,2.1,3.2,1.0,17.7,100.4,2.1,0.0,2.0,4.0,0.0,9.5,28.9,18.0,28.9,18.0
20210316,33771,30684,3087,10.06,376.067,253.67,0,0,95.9,98.8,94.2,94.3,75.7,76.1,0.0,47.6,0.0,0.0,42.9,42.8,43.6,43.2,43.7,0.0,49.1,0.0,23.6,24.9,0.0,74.8,76.2,60.3,60.1,56.9,57.0,0.0,118.4,329.0,326.7,194.3,75.4,98.5,92.0,48.2,60.3,51.5,26.7,0.0,101.3,64.8,3.4,11.2,0.0,2.2,1.7,1.8,0.6,2.2,2.6,0.7,51.3,72.9,1.8,0.8,1.7,4.0,0.0,9.2,30.0,19.1,30.0,19.1
20210317,33899,30716,3183,10.36,380.454,256.629,0,0,95.7,98.7,94.1,94.3,75.9,76.3,0.0,37.2,0.0,0.0,42.4,43.5,43.3,32.9,43.9,0.0,49.8,0.0,28.1,31.1,0.0,74.9,76.4,60.4,60.1,56.5,51.9,0.0,120.5,321.7,332.4,180.3,75.7,98.0,92.0,48.5,60.2,51.8,26.8,0.0,94.1,53.2,0.0,11.4,0.0,1.9,1.7,1.7,0.8,2.1,2.0,0.3,20.8,54.0,0.6,0.9,0.0,1.7,0.0,4.3,26.0,20.3,26.0,20.3
20210318,33938,30724,3214,10.46,380.783,256.852,0,0,95.7,98.8,94.5,94.3,76.0,76.3,0.0,47.6,42.3,0.0,46.7,43.6,43.2,0.0,43.7,0.0,49.7,0.0,30.4,32.5,0.0,74.8,76.2,60.3,60.1,57.1,52.0,0.0,121.5,351.3,352.2,178.8,75.1,98.6,92.0,48.3,60.2,52.5,27.2,0.0,99.5,60.9,0.0,11.8,0.0,1.6,1.7,1.7,0.7,2.1,3.3,1.0,29.4,56.1,2.1,0.8,2.1,4.0,0.0,8.8,24.9,19.5,24.9,19.5
20210319,34002,30865,3137,10.16,380.818,256.876,0,0,95.6,98.9,94.4,94.2,75.8,76.1,0.0,43.0,44.5,0.0,46.8,48.7,33.4,0.0,48.9,0.0,49.7,0.0,27.9,30.0,0.0,74.9,76.3,60.5,60.2,56.9,52.0,0.0,114.8,285.9,343.4,192.4,81.7,95.9,92.0,48.2,60.2,52.2,27.1,0.0,98.7,39.6,0.1,11.8,0.0,1.3,1.7,1.7,0.6,1.8,2.4,0.7,39.9,68.9,2.3,0.8,1.6,0.8,0.0,4.1,26.8,19.9,26.8,19.9
20210320,30585,27747,2838,10.23,354.958,239.432,0,0,95.3,98.7,94.3,94.2,75.8,76.1,0.0,42.6,42.4,0.0,42.0,43.6,43.3,0.0,43.9,0.0,49.7,0.0,24.7,24.9,0.0,74.6,76.0,60.4,60.2,57.0,52.1,0.0,61.2,266.8,334.8,202.0,80.8,99.0,46.1,0.0,60.2,0.0,26.4,0.0,101.1,56.9,0.0,11.8,0.0,1.7,1.6,1.7,0.6,0.3,2.5,0.8,35.7,67.5,2.7,0.8,1.2,4.0,0.0,8.1,27.7,19.1,27.7,19.1
20210321,28874,25688,3186,12.4,324.801,219.09,0,0,95.2,98.7,94.3,94.2,76.1,76.2,0.0,43.3,41.9,0.0,41.4,0.0,41.9,0.0,43.4,0.0,49.7,0.0,23.2,24.9,0.0,74.8,76.2,55.6,55.8,28.1,28.0,0.0,56.3,235.9,297.3,192.5,77.6,99.0,46.1,0.0,0.0,53.4,0.0,0.0,105.8,27.5,0.0,10.9,0.0,1.8,1.5,1.6,0.6,0.3,2.4,0.9,29.4,54.8,0.5,0.8,1.0,4.0,0.0,8.4,20.8,14.8,20.8,14.8
20210322,32832,29607,3225,10.89,360.446,243.133,0,0,95.2,98.7,94.5,94.3,76.0,76.2,0.0,42.7,43.2,0.0,41.8,42.6,42.3,0.0,39.0,0.0,51.0,0.0,23.2,25.0,0.0,74.9,76.3,60.2,60.1,39.0,38.9,0.0,119.9,305.8,346.1,196.3,71.0,98.0,92.0,49.5,60.2,53.9,28.0,0.0,106.2,27.4,0.0,11.5,0.0,1.2,1.4,1.6,0.6,0.9,2.4,0.9,16.0,34.0,2.0,0.8,2.4,4.0,0.0,9.2,15.9,11.9,15.9,11.9
20210323,33263,29726,3537,11.9,368.377,248.483,0,0,95.1,98.8,94.4,94.3,75.9,76.3,0.0,43.8,43.3,0.0,42.4,43.6,43.4,0.0,39.0,0.0,50.0,0.0,23.1,25.0,0.0,74.7,76.1,60.3,60.1,46.3,46.4,0.0,114.1,313.7,347.0,208.7,75.5,97.9,87.8,49.0,60.2,48.9,27.2,0.0,100.3,27.9,3.5,11.5,0.0,2.4,1.5,1.6,0.6,1.0,1.4,0.8,29.5,67.5,5.0,0.9,3.5,4.0,0.0,9.0,19.7,15.1,19.7,15.1
20210324,33109,30050,3059,10.18,372.687,251.39,0,0,95.0,98.8,94.4,94.2,76.0,76.2,0.0,43.8,43.5,0.0,42.4,43.6,43.2,0.0,43.9,0.0,49.9,0.0,23.9,24.9,0.0,74.9,76.2,60.3,60.1,37.6,56.9,0.0,116.5,325.2,354.0,204.3,74.7,98.0,92.0,49.2,60.2,52.6,27.1,0.0,102.5,27.8,0.0,11.5,0.0,1.0,0.9,1.2,0.5,2.5,2.2,0.8,24.1,46.9,3.0,0.8,4.0,4.0,0.0,10.4,18.4,14.4,18.4,14.4
20210325,33126,29854,3272,10.96,367.695,248.023,0,0,94.9,98.9,94.4,94.2,76.1,76.3,0.0,38.0,42.5,0.0,37.3,38.9,38.2,0.0,39.0,0.0,49.9,0.0,23.6,24.8,0.0,74.9,76.3,60.4,60.2,47.3,33.6,0.0,117.4,302.8,336.5,192.7,73.3,98.7,91.9,49.1,60.2,52.5,27.2,0.0,102.8,37.3,0.0,11.5,0.0,1.9,1.0,1.4,0.4,2.2,3.1,1.1,30.2,50.1,1.6,1.1,3.0,4.1,0.0,22.0,21.3,12.2,21.3,12.2
20210326,33208,29929,3279,10.96,371.558,250.629,0,0,94.7,98.9,94.5,94.3,76.0,76.1,0.0,42.8,44.5,0.0,47.2,43.9,43.0,0.0,43.9,0.0,49.9,0.0,29.0,32.2,0.0,74.9,76.2,60.4,60.2,55.1,47.4,0.0,114.8,304.2,342.0,177.7,74.6,99.0,92.0,48.5,60.3,52.3,27.0,0.0,101.5,44.7,0.1,11.3,0.0,0.6,1.0,1.5,0.3,2.2,2.1,0.7,14.6,63.5,0.6,1.1,3.0,4.0,0.0,22.8,27.1,18.3,27.1,18.3
20210327,30894,27693,3201,11.56,348.79,235.272,0,0,94.7,98.9,94.1,94.3,75.9,76.1,0.0,34.2,33.9,0.0,33.1,34.0,33.1,0.0,34.3,0.0,49.9,0.0,23.0,24.9,0.0,74.8,76.1,56.6,0.0,33.0,32.6,0.0,68.6,316.6,350.5,195.3,75.4,73.9,45.9,47.0,60.3,50.8,26.2,0.0,99.5,27.7,0.0,11.3,0.0,0.7,1.4,1.8,0.5,0.3,2.5,0.9,43.7,83.4,3.4,0.9,3.0,4.0,0.0,21.9,29.4,18.4,29.4,18.4
20210328,29783,26864,2919,10.87,333.328,224.841,0,0,94.5,72.2,94.3,94.3,75.9,76.0,0.0,40.3,39.8,0.0,39.1,40.0,28.5,0.0,41.7,0.0,49.9,0.0,23.2,24.9,0.0,74.6,76.2,56.7,0.0,38.1,37.4,0.0,58.2,313.6,353.4,190.8,81.4,99.0,45.9,47.7,0.0,50.6,26.0,0.0,100.6,27.6,0.0,11.3,0.0,0.7,1.6,1.9,0.6,0.3,2.5,0.9,37.8,49.1,3.0,0.9,3.5,4.0,0.0,20.7,29.1,20.4,29.1,20.4
20210329,34641,31460,3181,10.11,378.528,255.331,0,0,94.3,95.9,94.2,94.3,75.8,76.1,0.0,50.5,43.9,0.0,44.7,44.0,43.0,0.0,48.6,0.0,49.9,0.0,29.7,32.7,0.0,74.8,76.2,60.3,60.2,55.9,55.7,0.0,124.5,343.6,345.8,211.9,78.8,98.4,46.8,47.5,60.3,50.5,26.0,0.0,97.2,72.2,0.0,11.7,0.0,1.4,1.3,1.7,0.5,0.3,2.5,0.9,34.2,51.1,1.4,0.9,2.4,2.9,0.0,15.6,29.9,21.5,29.9,21.5
20210330,35318,32056,3262,10.18,394.735,266.263,0,0,94.2,98.8,94.3,94.2,75.9,76.1,0.0,47.7,42.7,0.0,46.8,44.1,45.7,0.0,44.2,0.0,49.9,0.0,30.4,32.5,0.0,74.8,76.1,60.3,60.2,57.1,56.9,0.0,121.5,325.2,349.3,195.1,82.8,99.0,45.9,46.8,60.3,50.1,25.7,50.7,94.3,84.5,0.2,11.7,0.0,0.6,1.3,1.7,0.4,0.6,1.6,0.5,15.0,44.2,0.5,0.9,1.6,0.0,0.0,7.0,30.4,22.0,30.4,22.0
20210331,35323,32094,3229,10.06,395.185,266.567,0,0,94.1,98.8,94.1,94.1,75.8,76.0,0.0,47.5,43.1,0.0,46.7,44.1,43.6,0.0,43.9,0.0,52.6,0.0,39.4,38.9,0.0,74.7,76.1,60.2,60.2,57.0,56.9,0.0,120.1,327.8,342.0,195.3,82.9,99.0,45.9,47.5,60.3,50.4,25.9,68.4,96.8,80.9,1.49,11.7,0.0,1.2,1.3,1.7,0.6,3.7,1.5,0.3,26.1,63.6,1.0,0.8,2.5,2.8,0.0,15.6,28.5,21.1,28.5,21.1
